RXCUI|INGREDIENT|ING_RXCUI
802693|Thiamine|10454
802693|Vitamin B 12|11248
802693|Copper Sulfate|21579
802693|Ferrous fumarate|24941
802693|manganese sulfate|29268
802693|Zinc Sulfate|39954
802693|Sodium Ascorbate|267366
802693|pyridoxine|684879
802713|Menthol|6750
802748|Folic Acid|4511
802748|Vitamin B 12|11248
802748|Ferrous fumarate|24941
802748|Succinic Acid|37255
802748|Calcium ascorbate|142407
802748|calcium threonate|273888
802748|Ferrous Asparto Glycinate|644718
802749|Hydrochlorothiazide|5487
802749|candesartan|214354
802759|Vitamin B 12|11248
802759|Succinic Acid|37255
802759|Calcium ascorbate|142407
802759|calcium threonate|273888
802759|Ferrous Asparto Glycinate|644718
802759|liver stomach concentrate|802755
802762|Vitamin B 12|11248
802762|Succinic Acid|37255
802762|Calcium ascorbate|142407
802762|calcium threonate|273888
802762|Ferrous Asparto Glycinate|644718
802762|liver stomach concentrate|802755
802773|Menthol|6750
802780|Urea|11002
803058|chromic chloride|21009
803058|Copper Sulfate|21579
803058|manganese sulfate|29268
803058|Zinc Sulfate|39954
803062|chromic chloride|21009
803062|Copper Sulfate|21579
803062|manganese sulfate|29268
803062|Zinc Sulfate|39954
803194|insulin glulisine, human|400008
803239|chromic chloride|21009
803239|Copper Sulfate|21579
803239|manganese sulfate|29268
803239|Zinc Sulfate|39954
803308|prednisolone|8638
803348|Phentermine|8152
803350|Phentermine|8152
803353|Phentermine|8152
803354|Phentermine|8152
803364|Hepatitis B Surface Antigen Vaccine|797752
803364|Hepatitis A Vaccine (Inactivated) Strain HM175|798361
803367|Hepatitis B Surface Antigen Vaccine|797752
803367|Hepatitis A Vaccine (Inactivated) Strain HM175|798361
803369|Hepatitis B Surface Antigen Vaccine|797752
803369|Hepatitis A Vaccine (Inactivated) Strain HM175|798361
803371|Hepatitis B Surface Antigen Vaccine|797752
803371|Hepatitis A Vaccine (Inactivated) Strain HM175|798361
804146|Cholecalciferol|2418
804149|dimethicone|324072
804156|Levonorgestrel|6373
804171|Methoxy polyethylene glycol-epoetin beta|729596
804183|Rubella Virus Vaccine Live (Wistar RA 27-3 Strain)|762817
804183|Mumps Virus Vaccine Live, Jeryl Lynn Strain|798372
804183|Measles Virus Vaccine Live, Enders' attenuated Edmonston strain|804179
804186|Rubella Virus Vaccine Live (Wistar RA 27-3 Strain)|762817
804186|Mumps Virus Vaccine Live, Jeryl Lynn Strain|798372
804186|Measles Virus Vaccine Live, Enders' attenuated Edmonston strain|804179
804532|Menthol|6750
804532|methyl salicylate|29787
804544|difluprednate|23043
804547|difluprednate|23043
804614|Cholecalciferol|2418
804614|Calcium Citrate|47613
804614|magnesium citrate|52356
804617|Cholecalciferol|2418
804617|Vitamin K 2|42781
804626|Menthol|6750
804721|Benzoyl Peroxide|1418
804752|Capsaicin|1992
804754|Capsaicin|1992
804973|Clindamycin|2582
804975|Clindamycin|2582
804978|Clindamycin|2582
804996|Caffeine|1886
805007|peginterferon alfa-2b|253453
805008|peginterferon alfa-2b|253453
805009|peginterferon alfa-2b|253453
805010|peginterferon alfa-2b|253453
805127|Soybean Oil|9949
805131|Soybean Oil|9949
805370|Tretinoin|10753
805372|Tretinoin|10753
805375|poliovirus vaccine inactivated, type 1 (Mahoney)|763096
805375|poliovirus vaccine inactivated, type 2 (MEF-1)|763098
805375|poliovirus vaccine inactivated, type 3 (Saukett)|763100
805375|Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine|798279
805375|acellular pertussis vaccine, inactivated|798302
805375|diphtheria toxoid vaccine, inactivated|798304
805375|tetanus toxoid vaccine, inactivated|798306
805378|poliovirus vaccine inactivated, type 1 (Mahoney)|763096
805378|poliovirus vaccine inactivated, type 2 (MEF-1)|763098
805378|poliovirus vaccine inactivated, type 3 (Saukett)|763100
805378|Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine|798279
805378|acellular pertussis vaccine, inactivated|798302
805378|diphtheria toxoid vaccine, inactivated|798304
805378|tetanus toxoid vaccine, inactivated|798306
805462|Tetrabenazine|10390
805464|Tetrabenazine|10390
805466|Tetrabenazine|10390
805515|tipranavir|190548
805576|Rotavirus Vaccine, Live Attenuated, G1P[8] Human 89-12 strain|805573
805579|Rotavirus Vaccine, Live Attenuated, G1P[8] Human 89-12 strain|805573
805659|armodafinil|641465
805661|armodafinil|641465
805663|armodafinil|641465
805678|Baclofen|1292
805679|Baclofen|1292
805855|Hydrochlorothiazide|5487
805855|candesartan|214354
805859|Hydrochlorothiazide|5487
805859|candesartan|214354
805863|Hydrochlorothiazide|5487
805863|candesartan|214354
806013|Ibuprofen|5640
806140|Glycerin|4910
806140|Sodium Chloride|9863
806392|Calcium Chloride|1901
806392|Magnesium Chloride|6579
806392|Potassium Chloride|8591
806392|Sodium Chloride|9863
806392|Sodium Acetate|56443
806392|sodium citrate|56466
806396|Calcium Chloride|1901
806396|Magnesium Chloride|6579
806396|Potassium Chloride|8591
806396|Sodium Chloride|9863
806396|Sodium Acetate|56443
806396|sodium citrate|56466
806573|trastuzumab|224905
806575|trastuzumab|224905
806606|Benzocaine|1399
806637|Glutamate|70602
806709|Sodium Chloride|9863
806727|Sodium Chloride|9863
806728|Sodium Chloride|9863
806859|Benzocaine|1399
807004|Menthol|6750
807006|Menthol|6750
807008|Urea|11002
807008|Lactate|114202
807012|Urea|11002
807012|Lactate|114202
807013|Urea|11002
807013|Lactate|114202
807016|Urea|11002
807016|Lactate|114202
807222|Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain|807219
807225|Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain|807219
807239|Typhoid Vi Polysaccharide Vaccine, S typhi Ty2 strain|807219
807273|diphtheria toxoid vaccine, inactivated|798304
807273|tetanus toxoid vaccine, inactivated|798306
807277|diphtheria toxoid vaccine, inactivated|798304
807277|tetanus toxoid vaccine, inactivated|798306
807283|Levonorgestrel|6373
807284|Sodium Bicarbonate|36676
807371|Alanine|426
807371|Arginine|1091
807371|Glycine|4919
807371|Histidine|5340
807371|Isoleucine|6033
807371|Leucine|6308
807371|Lysine|6536
807371|Methionine|6837
807371|Phenylalanine|8156
807371|Proline|8737
807371|Serine|9671
807371|Threonine|10524
807371|Tryptophan|10898
807371|Tyrosine|10962
807371|Valine|11115
807371|sodium metabisulfite|36696
807371|Aspartate|42543
807371|Glutamate|70602
807379|Glucose|4850
807379|Potassium Chloride|8591
807379|Sodium Chloride|9863
807379|potassium phosphate|34322
807379|Lactate|114202
807383|Glucose|4850
807383|Potassium Chloride|8591
807383|Sodium Chloride|9863
807383|potassium phosphate|34322
807383|Lactate|114202
807396|Glucose|4850
807396|Magnesium Chloride|6579
807396|Potassium Chloride|8591
807396|Sodium Chloride|9863
807396|potassium phosphate|34322
807396|Lactate|114202
807801|Ascorbic Acid|1151
807801|Polysaccharide iron complex|105669
807832|Levetiracetam|114477
807834|Levetiracetam|114477
808062|Benzocaine|1399
808085|Ascorbic Acid|1151
808085|Polysaccharide iron complex|105669
808118|prednisolone|8638
808357|Benzocaine|1399
808502|dimethicone|324072
808513|Folic Acid|4511
808513|Vitamin B 12|11248
808520|Isopropyl Alcohol|797541
808534|Folic Acid|4511
808534|Vitamin B 12|11248
808534|pyridoxine|684879
808611|Folic Acid|4511
808611|Vitamin B 12|11248
808744|venlafaxine|39786
808748|venlafaxine|39786
808751|venlafaxine|39786
808753|venlafaxine|39786
808900|Folic Acid|4511
808900|Vitamin B 12|11248
808900|Vitamin B6|42954
808917|Fosfomycin|4550
808921|Fosfomycin|4550
808955|Menthol|6750
809002|Carbidopa|2019
809002|Levodopa|6375
809006|Carbidopa|2019
809006|Levodopa|6375
809010|Carbidopa|2019
809010|Levodopa|6375
809014|Hydrochlorothiazide|5487
809014|valsartan|69749
809018|Hydrochlorothiazide|5487
809018|valsartan|69749
809022|Hydrochlorothiazide|5487
809022|valsartan|69749
809026|Hydrochlorothiazide|5487
809026|valsartan|69749
809030|Hydrochlorothiazide|5487
809030|valsartan|69749
809031|Minoxidil|6984
809158|Etanercept|214555
809159|Etanercept|214555
809206|Benzocaine|1399
809206|Isopropyl Alcohol|797541
809212|Benzoyl Peroxide|1418
809220|Benzoyl Peroxide|1418
809313|Benzoyl Peroxide|1418
809316|Benzoyl Peroxide|1418
809322|Benzoyl Peroxide|1418
809376|Simethicone|9796
809403|Iron Carbonyl|262150
809406|Iron Carbonyl|262150
809441|Nonoxynol-9|53750
809477|silodosin|720825
809481|silodosin|720825
809533|Calcium Carbonate|1897
809533|Cholecalciferol|2418
809536|Calcium Carbonate|1897
809536|Cholecalciferol|2418
809555|Calcium Carbonate|1897
809555|Cholecalciferol|2418
809559|Calcium Carbonate|1897
809559|Cholecalciferol|2418
809572|Calcium Carbonate|1897
809572|Cholecalciferol|2418
809602|Fructose|4570
809602|Glucose|4850
809602|Phosphoric acid|8259
809605|Hetastarch|5531
809819|Atropine|1223
809819|pralidoxime|34345
809854|Hydrochlorothiazide|5487
809854|quinapril|35208
809858|Hydrochlorothiazide|5487
809858|quinapril|35208
809871|C1 esterase inhibitor|1599832
809974|lacosamide|623400
809984|lacosamide|623400
809987|lacosamide|623400
809990|lacosamide|623400
809992|lacosamide|623400
809994|lacosamide|623400
809996|lacosamide|623400
809998|lacosamide|623400
810000|lacosamide|623400
810002|lacosamide|623400
810071|fesoterodine|797195
810075|fesoterodine|797195
810077|fesoterodine|797195
810079|fesoterodine|797195
810083|Carbidopa|2019
810083|Levodopa|6375
810083|entacapone|60307
810087|Carbidopa|2019
810087|Levodopa|6375
810087|entacapone|60307
810090|Carbidopa|2019
810090|Levodopa|6375
810090|entacapone|60307
810094|Carbidopa|2019
810094|Levodopa|6375
810094|entacapone|60307
810096|Ethinyl Estradiol|4124
810096|Levonorgestrel|6373
810097|Ethinyl Estradiol|4124
810097|Levonorgestrel|6373
823777|Ethinyl Estradiol|4124
823777|Norethindrone|7514
823877|Chondroitin Sulfates|2473
823877|Glucosamine|4845
823877|methylsulfonylmethane|23247
823879|Chondroitin Sulfates|2473
823879|Glucosamine|4845
823881|Chondroitin Sulfates|2473
823881|Glucosamine|4845
823881|methylsulfonylmethane|23247
823883|Chondroitin Sulfates|2473
823883|Glucosamine|4845
823934|Hydrochlorothiazide|5487
823934|irbesartan|83818
823938|Hydrochlorothiazide|5487
823938|irbesartan|83818
823971|Hydrochlorothiazide|5487
823971|Lisinopril|29046
823982|Hydrochlorothiazide|5487
823982|Lisinopril|29046
823986|Hydrochlorothiazide|5487
823986|Lisinopril|29046
824186|Amoxicillin|723
824186|Clavulanate|48203
824190|Amoxicillin|723
824190|Clavulanate|48203
824194|Amoxicillin|723
824194|Clavulanate|48203
824295|rufinamide|69036
824299|rufinamide|69036
824301|rufinamide|69036
824303|rufinamide|69036
824335|Coal Tar|2635
824338|darunavir|460132
824480|pectin|32987
824574|Benzocaine|1399
824574|Menthol|6750
824586|Psyllium|8928
824590|Biotin|1588
824590|Calcium Carbonate|1897
824600|Guaifenesin|5032
824600|Phenylephrine|8163
824876|darunavir|460132
824889|prednisolone|8638
824921|Coal Tar|2635
824959|ropinirole|72302
824961|ropinirole|72302
824983|Salicylic Acid|9525
825003|Granisetron|26237
825005|Granisetron|26237
825130|mesalamine|52582
825134|mesalamine|52582
825157|hepatitis B immune globulin|26744
825159|hepatitis B immune globulin|26744
825160|hepatitis B immune globulin|26744
825161|hepatitis B immune globulin|26744
825169|adalimumab|327361
825170|adalimumab|327361
825180|Aspirin|1191
825321|Acyclovir|281
825325|Leuprolide|42375
825333|Leuprolide|42375
825334|Leuprolide|42375
825335|Leuprolide|42375
825409|tapentadol|787390
825411|tapentadol|787390
825413|tapentadol|787390
825421|eltrombopag|711942
825425|eltrombopag|711942
825427|eltrombopag|711942
825429|eltrombopag|711942
826081|phenol|33290
826131|Phentermine|8152
826586|Phentermine|8152
826612|silodosin|720825
826614|silodosin|720825
826650|Ascorbic Acid|1151
826650|Biotin|1588
826650|Folic Acid|4511
826650|Niacinamide|7405
826650|Riboflavin|9346
826650|Thiamine|10454
826650|mecobalamin|29421
826650|pantothenate|62400
826650|ZINC CITRATE|236911
826650|pyridoxine|684879
826653|Ascorbic Acid|1151
826653|Biotin|1588
826653|Folic Acid|4511
826653|Niacinamide|7405
826653|Riboflavin|9346
826653|Thiamine|10454
826653|mecobalamin|29421
826653|pantothenate|62400
826653|ZINC CITRATE|236911
826653|pyridoxine|684879
826656|Ascorbic Acid|1151
826656|Biotin|1588
826656|Folic Acid|4511
826656|Niacinamide|7405
826656|Riboflavin|9346
826656|Thiamine|10454
826656|mecobalamin|29421
826656|pantothenate|62400
826656|ZINC CITRATE|236911
826656|pyridoxine|684879
826807|dimethicone|324072
826832|Phentermine|8152
826857|Ascorbic Acid|1151
826857|Biotin|1588
826857|Folic Acid|4511
826857|Niacinamide|7405
826857|Riboflavin|9346
826857|Thiamine|10454
826857|mecobalamin|29421
826857|pantothenate|62400
826857|pyridoxine|684879
826860|Ascorbic Acid|1151
826860|Biotin|1588
826860|Folic Acid|4511
826860|Niacinamide|7405
826860|Riboflavin|9346
826860|Thiamine|10454
826860|mecobalamin|29421
826860|pantothenate|62400
826860|pyridoxine|684879
826862|Ascorbic Acid|1151
826862|Biotin|1588
826862|Folic Acid|4511
826862|Niacinamide|7405
826862|Riboflavin|9346
826862|Thiamine|10454
826862|Ferrous fumarate|24941
826862|mecobalamin|29421
826862|pantothenate|62400
826862|pyridoxine|684879
826865|Ascorbic Acid|1151
826865|Biotin|1588
826865|Folic Acid|4511
826865|Niacinamide|7405
826865|Riboflavin|9346
826865|Thiamine|10454
826865|Ferrous fumarate|24941
826865|mecobalamin|29421
826865|pantothenate|62400
826865|pyridoxine|684879
826919|Phentermine|8152
827073|nebivolol|31555
827075|nebivolol|31555
827183|Ranitidine|9143
827185|Ranitidine|9143
827189|Ranitidine|9143
827318|Acetaminophen|161
827318|Aspirin|1191
827318|Caffeine|1886
827346|Hydrocortisone|5492
827349|Bifidobacterium Infantis|100213
827351|Magnesium Chloride|6579
827351|Potassium Chloride|8591
827351|Sodium Chloride|9863
827351|Sodium Acetate|56443
827351|Sodium gluconate|56476
827353|Magnesium Chloride|6579
827353|Potassium Chloride|8591
827353|Sodium Chloride|9863
827353|Sodium Acetate|56443
827353|Sodium gluconate|56476
827406|Urea|11002
827654|carbamide peroxide|47686
827668|Petrolatum|8091
827668|resorcinol|35382
827671|Petrolatum|8091
827671|resorcinol|35382
827689|Nitric Oxide|7442
827689|Nitrogen|7456
827693|Nitric Oxide|7442
827693|Nitrogen|7456
827700|Petrolatum|8091
827710|carbamide peroxide|47686
827713|Mineral Oil|6972
827713|Petrolatum|8091
827731|carbamide peroxide|47686
827757|Acetaminophen|161
827757|Guaifenesin|5032
827757|Phenylephrine|8163
827760|carbamide peroxide|47686
827766|carbamide peroxide|47686
827778|carbamide peroxide|47686
828246|Amoxicillin|723
828248|Cortisone|2878
828265|alemtuzumab|117055
828267|alemtuzumab|117055
828269|Loratadine|28889
828275|Urea|11002
828299|cyclobenzaprine|21949
828301|cyclobenzaprine|21949
828320|cyclobenzaprine|21949
828322|cyclobenzaprine|21949
828348|cyclobenzaprine|21949
828350|cyclobenzaprine|21949
828353|cyclobenzaprine|21949
828355|cyclobenzaprine|21949
828358|cyclobenzaprine|21949
828359|cyclobenzaprine|21949
828362|Hydrocortisone|5492
828362|pramoxine|34347
828364|Hydrocortisone|5492
828364|pramoxine|34347
828365|pramoxine|34347
828367|pramoxine|34347
828373|Fenofibrate|8703
828377|Fenofibrate|8703
828379|Fenofibrate|8703
828381|Fenofibrate|8703
828525|Calcium Chloride|1901
828527|Calcium Chloride|1901
828534|Benzoyl Peroxide|1418
828536|rizatriptan|88014
828537|rizatriptan|88014
828539|Caspofungin|140108
828541|Caspofungin|140108
828555|Acetaminophen|161
828557|Acetaminophen|161
828618|Citric Acid|21183
828618|potassium citrate|54993
828618|sodium citrate|56466
828692|zolpidem|39993
828696|zolpidem|39993
828700|Plerixafor|733003
828703|Plerixafor|733003
828706|fludarabine|24698
828749|degarelix|475230
828751|degarelix|475230
828755|Caspofungin|140108
828757|Caspofungin|140108
828927|flunisolide|25120
829031|Methenamine|6832
829031|Sodium Phosphate, Monobasic|235496
829373|Magnesium Chloride|6579
829384|Magnesium Chloride|6579
829500|Mefenamate|257844
829502|Mefenamate|257844
829539|Benzoyl Peroxide|1418
829539|adapalene|60223
829734|Magnesium Sulfate|6585
829757|Magnesium Sulfate|6585
829758|Calcium Carbonate|1897
829758|Cholecalciferol|2418
829758|Vitamin K 1|8308
829759|Calcium Carbonate|1897
829759|Cholecalciferol|2418
829759|Vitamin K 1|8308
829762|Magnesium Sulfate|6585
829926|arsenic trioxide|18330
829928|arsenic trioxide|18330
829987|poliovirus vaccine inactivated, type 1 (Mahoney)|763096
829987|poliovirus vaccine inactivated, type 2 (MEF-1)|763098
829987|poliovirus vaccine inactivated, type 3 (Saukett)|763100
829987|Hepatitis B Surface Antigen Vaccine|797752
829987|acellular pertussis vaccine, inactivated|798302
829987|diphtheria toxoid vaccine, inactivated|798304
829987|tetanus toxoid vaccine, inactivated|798306
829989|poliovirus vaccine inactivated, type 1 (Mahoney)|763096
829989|poliovirus vaccine inactivated, type 2 (MEF-1)|763098
829989|poliovirus vaccine inactivated, type 3 (Saukett)|763100
